longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.65,35.48,19.0,2310.0,471.0,1341.0,441.0,3.225,170148.0,<1H OCEAN
-120.64,35.46,6.0,5876.0,1406.0,2877.0,1304.0,2.5437,145092.0,<1H OCEAN
-120.69,35.49,16.0,2666.0,450.0,1203.0,429.0,4.1375,214827.0,<1H OCEAN
-120.68,35.48,15.0,2608.0,525.0,1351.0,502.0,2.7798,186140.0,<1H OCEAN
-120.67,35.48,18.0,2339.0,443.0,1097.0,416.0,3.3438,178903.0,<1H OCEAN
-120.66,35.47,18.0,2474.0,449.0,1269.0,431.0,3.9063,199722.0,<1H OCEAN
-120.66,35.46,17.0,3748.0,609.0,1860.0,612.0,4.5179,221235.0,<1H OCEAN
-120.7,35.55,10.0,3979.0,761.0,1834.0,671.0,3.5,179126.0,<1H OCEAN
-120.76,35.52,7.0,9613.0,1666.0,4487.0,1653.0,3.6667,208932.0,<1H OCEAN
-120.71,35.5,12.0,3098.0,453.0,1433.0,434.0,5.2508,271912.0,<1H OCEAN
-120.56,35.48,12.0,4161.0,731.0,1609.0,615.0,5.0947,250899.02,<1H OCEAN
-119.93,35.2,29.0,1649.0,342.0,671.0,264.0,3.0602,81362.0,INLAND
-120.49,35.35,17.0,3043.0,608.0,1457.0,545.0,3.1641,168019.0,<1H OCEAN
-120.65,35.41,15.0,6725.0,1111.0,3139.0,1029.0,4.1875,252644.0,<1H OCEAN
-120.64,35.47,8.0,416.0,121.0,936.0,97.0,2.1154,142070.01,<1H OCEAN
-122.4,37.68,36.0,3595.0,815.0,1649.0,755.0,3.3816,245243.0,NEAR BAY
-122.4,37.68,41.0,2267.0,486.0,1045.0,459.0,4.1146,255775.0,NEAR BAY
-122.32,37.69,48.0,592.0,122.0,340.0,143.0,5.966,317054.0,NEAR BAY
-122.41,37.7,23.0,1817.0,400.0,1376.0,382.0,2.4113,211049.0,NEAR BAY
-122.42,37.71,44.0,2080.0,489.0,1781.0,478.0,3.6827,225064.0,NEAR BAY
-122.43,37.71,24.0,4299.0,857.0,2249.0,788.0,4.6098,289059.0,NEAR BAY
-122.43,37.7,19.0,1733.0,354.0,959.0,348.0,4.7708,272539.0,NEAR BAY
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,257493.0,NEAR OCEAN
-122.45,37.7,46.0,2193.0,499.0,1814.0,489.0,4.0125,233445.0,NEAR OCEAN
-122.45,37.71,50.0,1441.0,283.0,1159.0,286.0,4.5417,241800.0,NEAR OCEAN
-122.45,37.71,49.0,2244.0,442.0,1948.0,423.0,4.7639,252903.0,NEAR OCEAN
-122.45,37.7,16.0,6457.0,1336.0,4375.0,1231.0,5.1788,274190.0,NEAR OCEAN
-122.46,37.7,37.0,1028.0,275.0,904.0,261.0,3.5035,237972.0,NEAR OCEAN
-122.46,37.69,35.0,1983.0,385.0,1577.0,414.0,4.0833,263064.0,NEAR OCEAN
-122.46,37.7,37.0,3029.0,738.0,2436.0,700.0,3.3214,245923.0,NEAR OCEAN
-122.47,37.7,45.0,3290.0,693.0,2466.0,666.0,3.6588,246382.0,NEAR OCEAN
-122.46,37.71,44.0,364.0,102.0,339.0,98.0,2.483,237569.05,NEAR OCEAN
-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,240104.0,NEAR OCEAN
-122.46,37.7,42.0,876.0,216.0,713.0,203.0,3.84,234680.0,NEAR OCEAN
-122.47,37.7,44.0,2034.0,423.0,1491.0,373.0,4.5341,248078.0,NEAR OCEAN
-122.47,37.71,37.0,1046.0,251.0,822.0,239.0,3.5,230542.0,NEAR OCEAN
-122.46,37.71,39.0,2076.0,482.0,1738.0,445.0,3.1958,232763.0,NEAR OCEAN
-122.48,37.7,33.0,4167.0,1398.0,2923.0,1314.0,3.049,304577.0,NEAR OCEAN
-122.48,37.7,33.0,4492.0,,3477.0,1537.0,3.0546,293130.0,NEAR OCEAN
-122.48,37.71,39.0,3615.0,632.0,1571.0,615.0,5.1149,320833.01,NEAR OCEAN
-122.48,37.71,29.0,1048.0,150.0,455.0,152.0,6.1278,395044.25,NEAR OCEAN
-122.54,37.7,36.0,3988.0,732.0,1793.0,708.0,4.2472,292833.0,NEAR OCEAN
-122.49,37.67,35.0,5275.0,903.0,2892.0,842.0,4.6771,275040.0,NEAR OCEAN
-122.49,37.68,35.0,2405.0,461.0,1583.0,471.0,5.0659,283361.0,NEAR OCEAN
-122.49,37.67,29.0,3795.0,675.0,2494.0,696.0,5.2848,291308.0,NEAR OCEAN
-122.49,37.7,36.0,1946.0,340.0,828.0,313.0,5.2811,290579.0,NEAR OCEAN
-122.49,37.69,36.0,1344.0,258.0,782.0,265.0,4.5,270198.0,NEAR OCEAN
-122.48,37.69,33.0,2347.0,512.0,1259.0,481.0,3.4492,254436.0,NEAR OCEAN
-122.49,37.69,35.0,2644.0,456.0,1465.0,430.0,4.9375,276674.0,NEAR OCEAN
-122.49,37.69,35.0,2576.0,443.0,1273.0,433.0,4.7391,276142.0,NEAR OCEAN
-122.47,37.7,47.0,737.0,126.0,370.0,136.0,3.775,295251.0,NEAR OCEAN
-122.47,37.69,27.0,2447.0,720.0,2104.0,657.0,3.449,243734.0,NEAR OCEAN
-122.47,37.69,30.0,837.0,213.0,606.0,199.0,4.875,291857.0,NEAR OCEAN
-122.48,37.69,42.0,2993.0,512.0,1594.0,546.0,4.4821,252856.0,NEAR OCEAN
-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,248505.0,NEAR OCEAN
-122.46,37.69,26.0,4302.0,1125.0,3320.0,1100.0,3.4375,278491.0,NEAR OCEAN
-122.46,37.68,23.0,2812.0,769.0,1983.0,681.0,2.9413,241233.0,NEAR OCEAN
-122.47,37.69,35.0,1720.0,421.0,1452.0,425.0,3.5909,257118.0,NEAR OCEAN
-122.47,37.69,34.0,1954.0,357.0,1130.0,367.0,4.6447,294865.0,NEAR OCEAN
-122.47,37.68,31.0,4077.0,777.0,2544.0,738.0,4.5337,291486.0,NEAR OCEAN
-122.48,37.68,31.0,3506.0,653.0,2296.0,645.0,5.5647,303997.02,NEAR OCEAN
-122.48,37.67,15.0,2897.0,728.0,2340.0,720.0,3.3906,250224.0,NEAR OCEAN
-122.48,37.67,31.0,2609.0,433.0,1746.0,464.0,5.1054,291856.0,NEAR OCEAN
-122.49,37.68,34.0,3718.0,676.0,2510.0,632.0,5.3311,279582.0,NEAR OCEAN
-122.48,37.67,14.0,3395.0,1059.0,2258.0,945.0,2.964,282658.0,NEAR OCEAN
-122.45,37.69,17.0,2359.0,501.0,884.0,504.0,3.0625,243176.01,NEAR OCEAN
-122.45,37.67,35.0,491.0,98.0,274.0,97.0,4.4286,301658.0,NEAR OCEAN
-122.47,37.67,20.0,5689.0,992.0,3752.0,1002.0,5.5845,309929.02,NEAR OCEAN
-122.47,37.66,18.0,4172.0,806.0,3226.0,790.0,5.7535,306095.01,NEAR OCEAN
-122.46,37.67,16.0,3372.0,1101.0,2049.0,1021.0,4.1303,189157.0,NEAR OCEAN
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,289082.01,NEAR OCEAN
-122.46,37.65,21.0,2751.0,502.0,2027.0,491.0,5.2573,322224.03,NEAR OCEAN
-122.45,37.67,36.0,1664.0,326.0,963.0,322.0,4.7813,255024.0,NEAR OCEAN
-122.45,37.66,35.0,2738.0,509.0,1545.0,493.0,5.3446,274478.01,NEAR OCEAN
-122.46,37.66,36.0,2535.0,451.0,1390.0,436.0,5.3398,271534.01,NEAR OCEAN
-122.45,37.66,36.0,5456.0,926.0,2761.0,916.0,4.7755,285514.0,NEAR OCEAN
-122.44,37.65,38.0,5277.0,1008.0,2695.0,997.0,3.9722,284052.0,NEAR OCEAN
-122.43,37.66,29.0,3541.0,786.0,2259.0,770.0,4.3039,273886.0,NEAR OCEAN
-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,3.1927,264953.0,NEAR OCEAN
-122.44,37.66,36.0,1447.0,276.0,799.0,275.0,4.7639,265495.0,NEAR OCEAN
-122.44,37.67,35.0,1814.0,365.0,1025.0,384.0,4.425,269541.0,NEAR OCEAN
-122.42,37.67,42.0,2274.0,429.0,1255.0,397.0,5.1205,257559.0,NEAR OCEAN
-122.41,37.66,37.0,2155.0,446.0,1255.0,428.0,3.8438,252856.0,NEAR OCEAN
-122.42,37.66,41.0,2189.0,414.0,1063.0,409.0,4.7361,269895.0,NEAR OCEAN
-122.42,37.66,28.0,3520.0,672.0,1746.0,602.0,4.9236,274410.0,NEAR OCEAN
-122.42,37.66,36.0,725.0,121.0,335.0,140.0,4.125,316960.01,NEAR OCEAN
-122.41,37.66,32.0,1385.0,356.0,1096.0,353.0,4.475,248670.0,NEAR OCEAN
-122.41,37.66,34.0,1075.0,318.0,906.0,294.0,3.0052,237094.0,NEAR OCEAN
-122.41,37.66,40.0,1294.0,308.0,1177.0,301.0,3.6667,235499.0,NEAR OCEAN
-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,245254.0,NEAR OCEAN
-122.41,37.66,44.0,431.0,195.0,682.0,212.0,3.2833,238881.01,NEAR OCEAN
-122.41,37.65,32.0,3436.0,868.0,2583.0,817.0,3.5039,238558.0,NEAR OCEAN
-122.42,37.66,26.0,3253.0,932.0,2246.0,855.0,2.6631,248125.01,NEAR OCEAN
-122.43,37.66,43.0,1769.0,387.0,1102.0,377.0,4.5493,269301.0,NEAR OCEAN
-122.42,37.65,39.0,4402.0,894.0,2941.0,887.0,3.8565,263566.0,NEAR OCEAN
-122.43,37.64,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,304376.03,NEAR OCEAN
-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,278939.0,NEAR OCEAN
-122.45,37.64,19.0,6326.0,1025.0,3444.0,984.0,6.2498,365810.05,NEAR OCEAN
-122.46,37.64,26.0,2806.0,375.0,1617.0,396.0,5.3922,343084.03,NEAR OCEAN
-122.46,37.65,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,294360.01,NEAR OCEAN
-122.46,37.64,17.0,3523.0,669.0,2150.0,666.0,4.5938,253511.0,NEAR OCEAN
-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,316974.03,NEAR OCEAN
-122.53,37.66,25.0,7778.0,1493.0,4674.0,1451.0,5.4694,312466.03,NEAR OCEAN
-122.53,37.65,20.0,4582.0,1124.0,2325.0,1040.0,4.0556,293493.0,NEAR OCEAN
-122.48,37.65,39.0,3348.0,666.0,1817.0,668.0,4.2593,238022.0,NEAR OCEAN
-122.49,37.63,31.0,3109.0,621.0,1472.0,618.0,5.155,276209.0,NEAR OCEAN
-122.49,37.63,34.0,696.0,145.0,398.0,162.0,3.525,283298.0,NEAR OCEAN
-122.49,37.63,31.0,1256.0,328.0,785.0,297.0,3.2446,257948.0,NEAR OCEAN
-122.53,37.63,27.0,2589.0,658.0,1386.0,608.0,2.9087,253224.0,NEAR OCEAN
-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,288834.05,NEAR OCEAN
-122.47,37.61,34.0,4551.0,837.0,2208.0,834.0,5.4364,304243.01,NEAR OCEAN
-122.54,37.62,35.0,1481.0,277.0,747.0,254.0,4.4286,270790.0,NEAR OCEAN
-122.49,37.59,35.0,2683.0,475.0,1498.0,484.0,5.1282,281089.0,NEAR OCEAN
-122.5,37.59,36.0,1521.0,253.0,736.0,241.0,4.3542,310564.0,NEAR OCEAN
-122.5,37.6,35.0,2197.0,369.0,971.0,326.0,4.25,275428.0,NEAR OCEAN
-122.55,37.59,31.0,1331.0,245.0,598.0,225.0,4.1827,335492.0,NEAR OCEAN
-122.51,37.58,20.0,64.0,21.0,59.0,21.0,2.2375,377274.01,NEAR OCEAN
-122.49,37.6,33.0,3507.0,669.0,1697.0,660.0,4.0795,281118.0,NEAR OCEAN
-122.48,37.59,29.0,5889.0,959.0,2784.0,923.0,5.3991,314917.02,NEAR OCEAN
-122.48,37.57,34.0,4648.0,806.0,2282.0,814.0,4.5556,285922.01,NEAR OCEAN
-122.46,37.59,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,327422.01,NEAR OCEAN
-122.46,37.63,22.0,6728.0,1382.0,3783.0,1310.0,5.0479,299114.0,NEAR OCEAN
-122.45,37.62,26.0,3507.0,512.0,1712.0,509.0,6.7206,365515.04,NEAR OCEAN
-122.45,37.63,28.0,4946.0,848.0,2683.0,824.0,5.748,312661.02,NEAR OCEAN
-122.44,37.63,35.0,5113.0,959.0,3004.0,964.0,4.7625,293789.0,NEAR OCEAN
-122.43,37.63,34.0,4135.0,687.0,2154.0,742.0,4.9732,324012.0,NEAR OCEAN
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,346807.03,NEAR OCEAN
-122.41,37.62,49.0,1464.0,302.0,636.0,259.0,4.25,293085.01,NEAR OCEAN
-122.41,37.61,46.0,2975.0,643.0,1479.0,577.0,3.8214,272871.0,NEAR OCEAN
-122.42,37.61,37.0,1866.0,300.0,822.0,305.0,4.7,314511.0,NEAR OCEAN
-122.42,37.62,39.0,1355.0,214.0,682.0,246.0,6.3443,350054.07,NEAR OCEAN
-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643,275406.0,NEAR OCEAN
-122.42,37.61,17.0,1040.0,432.0,669.0,405.0,4.1513,187493.0,NEAR OCEAN
-122.42,37.63,46.0,1811.0,337.0,796.0,333.0,3.43,268085.0,NEAR OCEAN
-122.42,37.62,43.0,2367.0,409.0,1141.0,400.0,4.8295,309099.0,NEAR OCEAN
-122.42,37.62,36.0,1017.0,165.0,407.0,159.0,4.8,307607.01,NEAR OCEAN
-122.42,37.62,36.0,1538.0,256.0,671.0,247.0,4.4091,291749.0,NEAR OCEAN
-122.41,37.62,39.0,3119.0,758.0,1807.0,696.0,3.2216,238728.0,NEAR OCEAN
-122.4,37.62,32.0,3586.0,921.0,2249.0,911.0,3.1058,255914.0,NEAR OCEAN
-122.41,37.63,39.0,4220.0,1055.0,2720.0,1046.0,2.639,255303.01,NEAR OCEAN
-122.42,37.64,41.0,98.0,20.0,68.0,19.0,2.225,246613.04,NEAR OCEAN
-122.43,37.63,15.0,2748.0,997.0,1447.0,901.0,3.5214,176251.0,NEAR OCEAN
-122.42,37.63,46.0,66.0,11.0,30.0,12.0,2.375,275176.02,NEAR OCEAN
-122.41,37.63,37.0,1252.0,275.0,878.0,287.0,4.2262,232769.0,NEAR OCEAN
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,246108.01,NEAR OCEAN
-122.4,37.62,44.0,1619.0,362.0,1064.0,335.0,4.0238,248416.0,NEAR OCEAN
-122.41,37.64,38.0,1204.0,268.0,921.0,247.0,4.4464,224529.0,NEAR OCEAN
-122.4,37.61,35.0,2084.0,549.0,1077.0,545.0,3.1628,296909.0,NEAR OCEAN
-122.38,37.6,33.0,2577.0,590.0,1867.0,566.0,3.3632,286657.0,NEAR OCEAN
-122.39,37.6,36.0,1770.0,499.0,1225.0,459.0,2.56,252702.0,NEAR OCEAN
-122.41,37.61,42.0,1602.0,262.0,705.0,255.0,5.7398,344587.01,NEAR OCEAN
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381,307803.0,NEAR OCEAN
-122.41,37.6,31.0,4424.0,834.0,1915.0,817.0,4.1364,302286.0,NEAR OCEAN
-122.42,37.6,34.0,3562.0,565.0,1542.0,563.0,5.8783,403218.06,NEAR OCEAN
-122.41,37.6,26.0,2754.0,402.0,1128.0,395.0,6.3719,429926.06,NEAR OCEAN
-122.41,37.59,34.0,3931.0,622.0,1717.0,621.0,6.2946,416505.2,NEAR OCEAN
-122.41,37.59,40.0,2401.0,383.0,894.0,356.0,5.6493,412711.0,NEAR OCEAN
-122.4,37.6,30.0,5351.0,1134.0,2558.0,1074.0,3.5817,351354.0,NEAR OCEAN
-122.4,37.6,52.0,1380.0,203.0,530.0,210.0,6.221,403505.04,NEAR OCEAN
-122.39,37.6,44.0,2304.0,384.0,986.0,379.0,4.652,364917.0,NEAR OCEAN
-122.39,37.6,34.0,707.0,,381.0,156.0,4.375,334512.01,NEAR OCEAN
-122.39,37.59,32.0,4497.0,,1846.0,715.0,6.1323,453759.66,NEAR OCEAN
-122.4,37.59,22.0,2754.0,477.0,1163.0,479.0,6.2306,461027.63,NEAR OCEAN
-122.38,37.59,31.0,3052.0,844.0,1581.0,788.0,3.0744,391762.0,NEAR OCEAN
-122.38,37.59,44.0,2089.0,348.0,837.0,317.0,4.6628,356192.0,NEAR OCEAN
-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,490890.83,NEAR OCEAN
-122.4,37.58,26.0,3281.0,,1145.0,480.0,6.358,422380.21,NEAR OCEAN
-122.39,37.59,33.0,2064.0,299.0,813.0,303.0,6.0374,417050.42,NEAR OCEAN
-122.39,37.57,35.0,520.0,83.0,185.0,76.0,6.4865,429548.06,NEAR OCEAN
-122.37,37.6,26.0,15.0,3.0,11.0,3.0,5.048,345602.0,NEAR OCEAN
-122.37,37.59,39.0,4645.0,1196.0,2156.0,1113.0,3.4412,330319.02,NEAR OCEAN
-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,378624.02,NEAR OCEAN
-122.37,37.59,52.0,2272.0,403.0,963.0,376.0,5.7245,468777.05,NEAR OCEAN
-122.37,37.58,52.0,2188.0,361.0,917.0,357.0,4.4,455578.04,NEAR OCEAN
-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,492358.89,NEAR OCEAN
-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,472992.73,NEAR OCEAN
-122.36,37.58,52.0,3084.0,595.0,1324.0,571.0,5.0756,380997.07,NEAR OCEAN
-122.36,37.58,37.0,3325.0,734.0,1468.0,692.0,4.0987,332820.0,NEAR OCEAN
-122.37,37.58,43.0,2506.0,432.0,967.0,428.0,4.7404,370227.01,NEAR OCEAN
-122.37,37.58,52.0,1900.0,290.0,665.0,276.0,4.5486,390984.06,NEAR OCEAN
-122.34,37.59,44.0,1395.0,269.0,736.0,288.0,5.6206,375520.01,NEAR OCEAN
-122.33,37.58,40.0,2362.0,468.0,992.0,425.0,4.7917,349564.01,NEAR OCEAN
-122.34,37.58,50.0,2784.0,743.0,1622.0,698.0,3.8413,364286.06,NEAR OCEAN
-122.35,37.58,52.0,2495.0,458.0,1081.0,471.0,4.0855,402056.03,NEAR OCEAN
-122.36,37.59,20.0,2638.0,854.0,1352.0,718.0,3.5125,336813.0,NEAR OCEAN
-122.35,37.58,30.0,5039.0,1564.0,2129.0,1536.0,3.3469,329726.11,NEAR OCEAN
-122.35,37.58,26.0,854.0,246.0,396.0,231.0,2.8393,337067.01,NEAR OCEAN
-122.34,37.57,39.0,2647.0,616.0,1254.0,555.0,4.2407,382735.02,NEAR OCEAN
-122.35,37.57,52.0,2059.0,345.0,800.0,308.0,4.97,380855.13,NEAR OCEAN
-122.37,37.58,34.0,2697.0,313.0,810.0,279.0,12.4291,500001.0,NEAR OCEAN
-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,500001.0,NEAR OCEAN
-122.36,37.56,32.0,4684.0,540.0,1512.0,511.0,15.0001,500001.0,NEAR OCEAN
-122.37,37.56,21.0,7189.0,874.0,2440.0,846.0,11.6833,498926.99,NEAR OCEAN
-122.34,37.56,39.0,3562.0,391.0,1139.0,391.0,12.6417,500001.0,NEAR OCEAN
-122.34,37.55,25.0,4470.0,518.0,1507.0,504.0,13.3913,500001.0,NEAR OCEAN
-122.36,37.54,23.0,6184.0,747.0,2165.0,700.0,10.1675,500001.0,NEAR OCEAN
-122.35,37.56,52.0,1659.0,191.0,519.0,201.0,14.4219,500001.0,NEAR OCEAN
-122.34,37.57,52.0,2635.0,408.0,967.0,374.0,7.0422,489745.86,NEAR OCEAN
-122.34,37.57,52.0,2547.0,373.0,876.0,359.0,8.2598,491994.91,NEAR OCEAN
-122.35,37.57,52.0,2170.0,269.0,784.0,274.0,10.4286,499062.99,NEAR OCEAN
-122.34,37.57,28.0,3751.0,949.0,1691.0,846.0,3.9728,322171.01,NEAR OCEAN
-122.33,37.57,43.0,2543.0,621.0,1301.0,606.0,3.1111,315343.0,NEAR OCEAN
-122.33,37.57,27.0,3085.0,876.0,1453.0,896.0,3.4333,296614.01,NEAR OCEAN
-122.33,37.58,27.0,5144.0,1481.0,2518.0,1447.0,3.4836,298216.05,NEAR OCEAN
-122.33,37.58,28.0,2784.0,736.0,1534.0,685.0,3.38,290282.0,NEAR OCEAN
-122.31,37.6,34.0,3225.0,726.0,1958.0,656.0,3.6811,271964.0,NEAR BAY
-122.31,37.58,44.0,1990.0,442.0,1141.0,424.0,3.9696,279953.0,NEAR BAY
-122.31,37.57,45.0,1165.0,236.0,845.0,251.0,4.1875,289677.0,NEAR OCEAN
-122.33,37.58,43.0,1772.0,422.0,1573.0,401.0,2.7474,252558.0,NEAR OCEAN
-122.32,37.57,42.0,2574.0,614.0,2377.0,588.0,3.2891,256554.0,NEAR OCEAN
-122.32,37.57,33.0,3384.0,819.0,2626.0,793.0,3.2285,249890.01,NEAR OCEAN
-122.32,37.57,52.0,499.0,148.0,318.0,145.0,2.9934,273550.04,NEAR OCEAN
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,298229.0,NEAR OCEAN
-122.32,37.56,44.0,537.0,173.0,355.0,194.0,2.8571,271628.03,NEAR OCEAN
-122.33,37.57,20.0,2126.0,643.0,1112.0,597.0,3.625,302983.01,NEAR OCEAN
-122.32,37.56,9.0,1150.0,287.0,377.0,243.0,3.8317,275381.01,NEAR OCEAN
-122.33,37.56,34.0,6394.0,1619.0,2400.0,1496.0,3.4902,421934.63,NEAR OCEAN
-122.32,37.56,49.0,2016.0,299.0,691.0,288.0,5.549,450734.69,NEAR OCEAN
-122.32,37.56,26.0,2339.0,704.0,1283.0,654.0,3.162,363389.01,NEAR OCEAN
-122.33,37.56,50.0,1975.0,245.0,644.0,251.0,10.0743,494942.95,NEAR OCEAN
-122.32,37.55,50.0,2501.0,433.0,1050.0,410.0,4.6406,458078.63,NEAR OCEAN
-122.33,37.55,51.0,2565.0,332.0,870.0,309.0,9.3694,498032.98,NEAR OCEAN
-122.34,37.55,44.0,2465.0,328.0,843.0,324.0,6.9533,488887.85,NEAR OCEAN
-122.31,37.56,52.0,2351.0,494.0,1126.0,482.0,3.9688,358886.02,NEAR OCEAN
-122.31,37.55,52.0,900.0,183.0,371.0,166.0,3.25,304501.01,NEAR OCEAN
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,356453.0,NEAR OCEAN
-122.32,37.55,44.0,2151.0,411.0,849.0,370.0,4.4583,384751.04,NEAR OCEAN
-122.33,37.55,33.0,2199.0,312.0,827.0,319.0,6.1349,470461.75,NEAR OCEAN
-122.32,37.54,34.0,3661.0,692.0,1608.0,656.0,5.0774,380933.01,NEAR OCEAN
-122.34,37.53,27.0,3339.0,481.0,1354.0,458.0,7.3081,444546.22,NEAR OCEAN
-122.33,37.53,18.0,4493.0,760.0,1784.0,725.0,6.7042,406106.07,NEAR OCEAN
-122.35,37.53,27.0,2169.0,305.0,905.0,319.0,7.7743,447391.12,NEAR OCEAN
-122.34,37.52,34.0,3559.0,560.0,1747.0,550.0,6.6959,416690.06,NEAR OCEAN
-122.33,37.53,25.0,1729.0,383.0,769.0,352.0,4.0417,408093.02,NEAR OCEAN
-122.32,37.52,17.0,6645.0,1034.0,2557.0,1032.0,6.3892,440830.02,NEAR OCEAN
-122.3,37.53,37.0,1338.0,215.0,535.0,221.0,5.4351,361254.01,NEAR OCEAN
-122.3,37.53,40.0,1833.0,308.0,751.0,306.0,6.0,367211.08,NEAR OCEAN
-122.3,37.53,38.0,984.0,171.0,429.0,157.0,5.3261,354255.0,NEAR OCEAN
-122.31,37.52,35.0,1817.0,262.0,659.0,262.0,6.8336,458901.2,NEAR OCEAN
-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,385185.02,NEAR OCEAN
-122.3,37.54,39.0,4292.0,1097.0,1758.0,987.0,2.9405,319513.0,NEAR OCEAN
-122.3,37.53,43.0,1748.0,366.0,984.0,371.0,4.5116,336830.0,NEAR OCEAN
-122.29,37.53,41.0,839.0,190.0,419.0,215.0,5.012,334765.0,NEAR OCEAN
-122.31,37.54,45.0,1222.0,220.0,492.0,205.0,5.539,373597.03,NEAR OCEAN
-122.31,37.54,46.0,2444.0,397.0,952.0,402.0,4.75,367908.0,NEAR OCEAN
-122.31,37.53,41.0,1608.0,269.0,676.0,267.0,4.6125,337036.01,NEAR OCEAN
-122.32,37.53,39.0,2795.0,464.0,1183.0,443.0,5.779,394992.03,NEAR OCEAN
-122.31,37.55,27.0,3931.0,933.0,1877.0,851.0,3.9722,336883.05,NEAR OCEAN
-122.31,37.54,49.0,1340.0,281.0,660.0,284.0,4.163,371810.02,NEAR OCEAN
-122.31,37.54,38.0,1946.0,407.0,975.0,417.0,4.0726,348502.03,NEAR OCEAN
-122.31,37.54,42.0,1159.0,261.0,465.0,247.0,3.1842,295387.0,NEAR OCEAN
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,316271.01,NEAR OCEAN
-122.31,37.55,45.0,507.0,140.0,305.0,139.0,2.6159,274696.05,NEAR OCEAN
-122.31,37.56,45.0,1685.0,321.0,815.0,314.0,4.2955,320595.01,NEAR OCEAN
-122.31,37.56,36.0,1727.0,340.0,952.0,337.0,4.7917,311678.0,NEAR OCEAN
-122.31,37.56,45.0,1792.0,301.0,829.0,318.0,4.9013,323872.0,NEAR OCEAN
-122.31,37.56,40.0,1351.0,330.0,701.0,297.0,3.32,290265.0,NEAR OCEAN
-122.31,37.57,37.0,1437.0,305.0,979.0,331.0,4.0,276345.0,NEAR OCEAN
-122.31,37.57,31.0,2197.0,477.0,1193.0,394.0,4.6371,286988.0,NEAR OCEAN
-122.3,37.57,36.0,1973.0,352.0,1169.0,370.0,5.033,271551.01,NEAR BAY
-122.3,37.56,37.0,1962.0,367.0,1267.0,382.0,4.7344,287119.0,NEAR OCEAN
-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917,279377.0,NEAR BAY
-122.29,37.56,34.0,1693.0,281.0,846.0,291.0,5.3683,273858.0,NEAR BAY
-122.3,37.56,36.0,1379.0,228.0,750.0,227.0,5.5381,311534.04,NEAR OCEAN
-122.29,37.56,36.0,805.0,140.0,445.0,139.0,5.8221,297285.0,NEAR BAY
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184,294101.02,NEAR OCEAN
-122.29,37.56,12.0,6474.0,1467.0,2516.0,1390.0,5.0353,303221.02,NEAR BAY
-122.26,37.55,17.0,4576.0,814.0,1941.0,807.0,5.9572,422565.03,NEAR BAY
-122.26,37.55,17.0,1321.0,425.0,683.0,408.0,4.7045,307156.02,NEAR BAY
-122.27,37.55,16.0,4789.0,816.0,1840.0,763.0,6.7474,374306.02,NEAR BAY
-122.26,37.54,16.0,2118.0,333.0,770.0,318.0,7.2477,379872.0,NEAR BAY
-122.27,37.55,15.0,1958.0,282.0,811.0,284.0,8.1221,455754.06,NEAR BAY
-122.28,37.55,17.0,4199.0,629.0,2020.0,630.0,6.1228,360444.04,NEAR BAY
-122.27,37.56,17.0,3211.0,847.0,1553.0,812.0,4.9434,303432.01,NEAR BAY
-122.27,37.56,5.0,4921.0,1179.0,1810.0,1073.0,5.6936,324611.0,NEAR BAY
-122.26,37.54,13.0,1422.0,295.0,395.0,195.0,5.3247,309044.01,NEAR BAY
-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,488689.86,NEAR BAY
